,Date/Time,Lat,Lon,Base,hour,dayofweek,month,db_clusters
39,2014-04-07 00:26:00,40.7209,-73.9893,B02598,00,Monday,April,0
40,2014-04-07 00:27:00,40.709,-74.0096,B02598,00,Monday,April,4
41,2014-04-07 00:33:00,40.7188,-73.9994,B02598,00,Monday,April,0
42,2014-04-07 00:34:00,40.7657,-73.9663,B02598,00,Monday,April,0
43,2014-04-07 00:36:00,40.7175,-73.9937,B02598,00,Monday,April,0
44,2014-04-07 00:36:00,40.6806,-73.9712,B02598,00,Monday,April,-1
45,2014-04-07 00:40:00,40.7408,-74.0075,B02598,00,Monday,April,0
46,2014-04-07 00:43:00,40.747,-73.9895,B02598,00,Monday,April,0
47,2014-04-07 00:51:00,40.7675,-73.9961,B02598,00,Monday,April,-1
48,2014-04-07 00:52:00,40.6478,-73.9556,B02598,00,Monday,April,-1
49,2014-04-07 00:55:00,40.7627,-73.9714,B02598,00,Monday,April,0
50,2014-04-07 00:57:00,40.7607,-73.9625,B02598,00,Monday,April,0
51,2014-04-07 00:58:00,40.6888,-73.9811,B02598,00,Monday,April,-1
52,2014-04-14 00:00:00,40.7153,-73.9899,B02598,00,Monday,April,0
53,2014-04-14 00:01:00,40.7419,-74.0046,B02598,00,Monday,April,0
54,2014-04-14 00:02:00,40.6467,-73.7898,B02598,00,Monday,April,1
55,2014-04-14 00:04:00,40.6526,-73.7864,B02598,00,Monday,April,-1
56,2014-04-14 00:06:00,40.7589,-73.9613,B02598,00,Monday,April,0
57,2014-04-14 00:07:00,40.7547,-73.9836,B02598,00,Monday,April,0
58,2014-04-14 00:07:00,40.7476,-73.9934,B02598,00,Monday,April,0
59,2014-04-14 00:07:00,40.7223,-73.9872,B02598,00,Monday,April,0
60,2014-04-14 00:08:00,40.6449,-73.7824,B02598,00,Monday,April,1
61,2014-04-14 00:11:00,40.8511,-73.8456,B02598,00,Monday,April,-1
62,2014-04-14 00:12:00,40.6844,-74.0032,B02598,00,Monday,April,-1
63,2014-04-14 00:13:00,40.8274,-73.9252,B02598,00,Monday,April,-1
64,2014-04-14 00:13:00,40.7541,-73.9657,B02598,00,Monday,April,-1
65,2014-04-14 00:15:00,40.6464,-73.7897,B02598,00,Monday,April,1
66,2014-04-14 00:17:00,40.7551,-73.9684,B02598,00,Monday,April,0
67,2014-04-14 00:18:00,40.7039,-73.9382,B02598,00,Monday,April,-1
68,2014-04-14 00:18:00,40.7382,-73.9539,B02598,00,Monday,April,-1
69,2014-04-14 00:19:00,40.7582,-73.9841,B02598,00,Monday,April,0
70,2014-04-14 00:20:00,40.759,-73.9685,B02598,00,Monday,April,0
71,2014-04-14 00:22:00,40.7629,-73.9725,B02598,00,Monday,April,0
72,2014-04-14 00:23:00,40.7255,-74.0032,B02598,00,Monday,April,0
73,2014-04-14 00:25:00,40.705,-73.9336,B02598,00,Monday,April,-1
74,2014-04-14 00:26:00,40.7678,-73.9617,B02598,00,Monday,April,0
75,2014-04-14 00:27:00,40.7521,-73.9764,B02598,00,Monday,April,0
76,2014-04-14 00:28:00,40.7409,-74.0054,B02598,00,Monday,April,0
77,2014-04-14 00:30:00,40.6821,-73.8823,B02598,00,Monday,April,-1
78,2014-04-14 00:30:00,40.7183,-73.9892,B02598,00,Monday,April,0
79,2014-04-14 00:31:00,40.6401,-73.7436,B02598,00,Monday,April,-1
80,2014-04-14 00:40:00,40.7406,-73.9927,B02598,00,Monday,April,0
81,2014-04-14 00:41:00,40.7535,-73.9801,B02598,00,Monday,April,0
82,2014-04-14 00:43:00,40.7417,-73.9332,B02598,00,Monday,April,-1
83,2014-04-14 00:45:00,40.7018,-73.9868,B02598,00,Monday,April,-1
84,2014-04-14 00:47:00,40.7867,-73.9747,B02598,00,Monday,April,-1
85,2014-04-14 00:50:00,40.7186,-73.9569,B02598,00,Monday,April,2
86,2014-04-14 00:51:00,40.7595,-73.985,B02598,00,Monday,April,0
87,2014-04-14 00:57:00,40.7168,-73.9974,B02598,00,Monday,April,0
88,2014-04-14 00:57:00,40.7705,-73.9855,B02598,00,Monday,April,0
89,2014-04-14 00:57:00,40.7521,-73.9772,B02598,00,Monday,April,0
90,2014-04-14 00:59:00,40.73,-73.993,B02598,00,Monday,April,0
91,2014-04-14 00:59:00,40.718,-73.992,B02598,00,Monday,April,0
92,2014-04-21 00:03:00,40.7987,-73.9676,B02598,00,Monday,April,-1
93,2014-04-21 00:03:00,40.6778,-73.9498,B02598,00,Monday,April,-1
94,2014-04-21 00:05:00,40.7437,-74.0033,B02598,00,Monday,April,0
95,2014-04-21 00:05:00,40.7365,-73.9908,B02598,00,Monday,April,0
96,2014-04-21 00:06:00,40.7731,-73.9797,B02598,00,Monday,April,0
97,2014-04-21 00:06:00,40.7242,-74.0102,B02598,00,Monday,April,0
98,2014-04-21 00:07:00,40.747,-73.9732,B02598,00,Monday,April,-1
99,2014-04-21 00:07:00,40.6339,-73.9285,B02598,00,Monday,April,-1
100,2014-04-21 00:08:00,40.7463,-74.0008,B02598,00,Monday,April,0
101,2014-04-21 00:13:00,40.7261,-73.9918,B02598,00,Monday,April,0
102,2014-04-21 00:13:00,40.7634,-73.9747,B02598,00,Monday,April,0
103,2014-04-21 00:15:00,40.7412,-74.0,B02598,00,Monday,April,0
104,2014-04-21 00:21:00,40.7426,-74.0042,B02598,00,Monday,April,0
105,2014-04-21 00:22:00,40.7476,-73.9451,B02598,00,Monday,April,-1
106,2014-04-21 00:26:00,40.7405,-74.0085,B02598,00,Monday,April,0
107,2014-04-21 00:26:00,40.7486,-74.0017,B02598,00,Monday,April,0
108,2014-04-21 00:27:00,40.6458,-74.0009,B02598,00,Monday,April,-1
109,2014-04-21 00:29:00,40.6449,-73.7823,B02598,00,Monday,April,1
110,2014-04-21 00:36:00,40.7557,-73.9921,B02598,00,Monday,April,0
111,2014-04-21 00:38:00,40.8585,-73.9037,B02598,00,Monday,April,-1
112,2014-04-21 00:38:00,40.7117,-73.9518,B02598,00,Monday,April,2
113,2014-04-21 00:38:00,40.7446,-73.9279,B02598,00,Monday,April,-1
114,2014-04-21 00:38:00,40.7959,-73.9479,B02598,00,Monday,April,-1
115,2014-04-21 00:42:00,40.7081,-73.9428,B02598,00,Monday,April,2
116,2014-04-21 00:50:00,40.7541,-73.9693,B02598,00,Monday,April,0
117,2014-04-21 00:55:00,40.7405,-73.993,B02598,00,Monday,April,0
118,2014-04-21 00:56:00,40.7209,-73.9433,B02598,00,Monday,April,-1
119,2014-04-21 00:56:00,40.6457,-74.0008,B02598,00,Monday,April,-1
120,2014-04-21 00:58:00,40.7573,-73.9821,B02598,00,Monday,April,0
121,2014-04-21 00:58:00,40.6859,-73.9212,B02598,00,Monday,April,-1
122,2014-04-28 00:00:00,40.7294,-73.9877,B02598,00,Monday,April,0
123,2014-04-28 00:00:00,40.6448,-73.7826,B02598,00,Monday,April,1
124,2014-04-28 00:01:00,40.7288,-74.0053,B02598,00,Monday,April,0
125,2014-04-28 00:01:00,40.769,-73.9958,B02598,00,Monday,April,-1
126,2014-04-28 00:01:00,40.7104,-73.9493,B02598,00,Monday,April,2
127,2014-04-28 00:02:00,40.7548,-73.9823,B02598,00,Monday,April,0
128,2014-04-28 00:03:00,40.6878,-74.1816,B02598,00,Monday,April,-1
129,2014-04-28 00:04:00,40.7829,-73.9814,B02598,00,Monday,April,-1
130,2014-04-28 00:06:00,40.8021,-73.9615,B02598,00,Monday,April,-1
131,2014-04-28 00:09:00,40.7503,-73.991,B02598,00,Monday,April,0
132,2014-04-28 00:10:00,40.6449,-73.7822,B02598,00,Monday,April,1
133,2014-04-28 00:10:00,40.718,-73.964,B02598,00,Monday,April,2
134,2014-04-28 00:10:00,40.7301,-74.0023,B02598,00,Monday,April,0
135,2014-04-28 00:10:00,40.6778,-73.9528,B02598,00,Monday,April,-1
136,2014-04-28 00:10:00,40.6719,-73.9549,B02598,00,Monday,April,-1
137,2014-04-28 00:12:00,40.6449,-73.9213,B02598,00,Monday,April,-1
138,2014-04-28 00:13:00,40.7097,-73.9487,B02598,00,Monday,April,2
139,2014-04-28 00:14:00,40.7314,-73.9889,B02598,00,Monday,April,0
140,2014-04-28 00:16:00,40.759,-73.9801,B02598,00,Monday,April,0
141,2014-04-28 00:16:00,40.726,-73.9951,B02598,00,Monday,April,0
142,2014-04-28 00:16:00,40.7193,-74.0045,B02598,00,Monday,April,0
143,2014-04-28 00:17:00,40.6729,-73.9832,B02598,00,Monday,April,-1
144,2014-04-28 00:17:00,40.7642,-73.9545,B02598,00,Monday,April,-1
145,2014-04-28 00:17:00,40.6891,-73.959,B02598,00,Monday,April,-1
146,2014-04-28 00:18:00,40.7682,-73.9865,B02598,00,Monday,April,0
147,2014-04-28 00:19:00,40.769,-73.9958,B02598,00,Monday,April,-1
148,2014-04-28 00:19:00,40.7138,-73.9634,B02598,00,Monday,April,2
149,2014-04-28 00:21:00,40.73,-73.9753,B02598,00,Monday,April,0
150,2014-04-28 00:22:00,40.6456,-73.9835,B02598,00,Monday,April,-1
151,2014-04-28 00:24:00,40.732,-73.984,B02598,00,Monday,April,0
152,2014-04-28 00:25:00,40.7056,-73.9338,B02598,00,Monday,April,-1
153,2014-04-28 00:25:00,40.6484,-73.7832,B02598,00,Monday,April,1
154,2014-04-28 00:26:00,40.7248,-73.9985,B02598,00,Monday,April,0
155,2014-04-28 00:28:00,40.7201,-73.9934,B02598,00,Monday,April,0
156,2014-04-28 00:30:00,40.645,-73.7818,B02598,00,Monday,April,1
157,2014-04-28 00:30:00,40.6444,-73.7823,B02598,00,Monday,April,1
158,2014-04-28 00:31:00,40.7455,-74.001,B02598,00,Monday,April,0
159,2014-04-28 00:31:00,40.6449,-73.7821,B02598,00,Monday,April,1
160,2014-04-28 00:35:00,40.88,-73.8368,B02598,00,Monday,April,-1
161,2014-04-28 00:35:00,40.6449,-73.7823,B02598,00,Monday,April,1
162,2014-04-28 00:35:00,40.752,-73.9697,B02598,00,Monday,April,-1
163,2014-04-28 00:36:00,40.679,-73.9621,B02598,00,Monday,April,-1
164,2014-04-28 00:37:00,40.7653,-73.9777,B02598,00,Monday,April,0
165,2014-04-28 00:38:00,40.7466,-73.9724,B02598,00,Monday,April,-1
166,2014-04-28 00:40:00,40.7607,-73.9941,B02598,00,Monday,April,0
167,2014-04-28 00:42:00,40.6097,-73.9561,B02598,00,Monday,April,-1
168,2014-04-28 00:43:00,40.7204,-73.9846,B02598,00,Monday,April,0
169,2014-04-28 00:43:00,40.7255,-73.984,B02598,00,Monday,April,0
170,2014-04-28 00:45:00,40.7127,-73.9486,B02598,00,Monday,April,2
171,2014-04-28 00:47:00,40.7036,-73.9803,B02598,00,Monday,April,-1
172,2014-04-28 00:47:00,40.7661,-73.958,B02598,00,Monday,April,-1
173,2014-04-28 00:47:00,40.7589,-73.9849,B02598,00,Monday,April,0
174,2014-04-28 00:48:00,40.7511,-73.9403,B02598,00,Monday,April,-1
175,2014-04-28 00:48:00,40.7235,-74.0006,B02598,00,Monday,April,0
176,2014-04-28 00:49:00,40.7444,-73.9555,B02598,00,Monday,April,-1
177,2014-04-28 00:49:00,40.7196,-74.0046,B02598,00,Monday,April,0
178,2014-04-28 00:50:00,40.7299,-73.9882,B02598,00,Monday,April,0
179,2014-04-28 00:51:00,40.7027,-73.7994,B02598,00,Monday,April,-1
180,2014-04-28 00:51:00,40.6782,-73.9622,B02598,00,Monday,April,-1
181,2014-04-28 00:53:00,40.713,-73.9662,B02598,00,Monday,April,2
182,2014-04-28 00:55:00,40.7498,-73.9915,B02598,00,Monday,April,0
183,2014-04-28 00:56:00,40.7283,-73.9995,B02598,00,Monday,April,0
184,2014-04-28 00:57:00,40.7073,-73.9538,B02598,00,Monday,April,2
185,2014-04-07 00:04:00,40.6899,-73.9444,B02617,00,Monday,April,-1
186,2014-04-07 00:07:00,40.7583,-73.9306,B02617,00,Monday,April,-1
187,2014-04-07 00:08:00,40.6882,-73.9739,B02617,00,Monday,April,-1
188,2014-04-07 00:18:00,40.7319,-73.9861,B02617,00,Monday,April,0
189,2014-04-07 00:19:00,40.7262,-74.0091,B02617,00,Monday,April,0
190,2014-04-07 00:24:00,40.6459,-73.7768,B02617,00,Monday,April,1
191,2014-04-07 00:26:00,40.749,-74.0302,B02617,00,Monday,April,-1
192,2014-04-07 00:29:00,40.8014,-73.956,B02617,00,Monday,April,-1
193,2014-04-07 00:30:00,40.7853,-73.9488,B02617,00,Monday,April,-1
194,2014-04-07 00:32:00,40.7105,-73.9661,B02617,00,Monday,April,2
195,2014-04-07 00:33:00,40.6959,-73.9916,B02617,00,Monday,April,-1
196,2014-04-07 00:34:00,40.6921,-73.9955,B02617,00,Monday,April,-1
197,2014-04-07 00:36:00,40.6949,-74.177,B02617,00,Monday,April,3
198,2014-04-07 00:41:00,40.6962,-73.9681,B02617,00,Monday,April,-1
199,2014-04-07 00:50:00,40.709,-73.9414,B02617,00,Monday,April,2
200,2014-04-07 00:50:00,40.6109,-73.9734,B02617,00,Monday,April,-1
201,2014-04-07 00:51:00,40.7404,-73.9983,B02617,00,Monday,April,0
202,2014-04-07 00:55:00,40.7631,-73.9712,B02617,00,Monday,April,0
203,2014-04-07 00:55:00,40.7595,-74.028,B02617,00,Monday,April,-1
204,2014-04-14 00:04:00,40.7418,-73.8542,B02617,00,Monday,April,-1
205,2014-04-14 00:05:00,40.7777,-73.9469,B02617,00,Monday,April,-1
206,2014-04-14 00:05:00,40.7494,-73.9921,B02617,00,Monday,April,0
207,2014-04-14 00:06:00,40.7439,-74.0065,B02617,00,Monday,April,0
208,2014-04-14 00:06:00,40.7306,-73.993,B02617,00,Monday,April,0
209,2014-04-14 00:08:00,40.7653,-73.9788,B02617,00,Monday,April,0
210,2014-04-14 00:12:00,40.7426,-73.9959,B02617,00,Monday,April,0
211,2014-04-14 00:19:00,40.7129,-73.9514,B02617,00,Monday,April,2
212,2014-04-14 00:30:00,40.7235,-73.9847,B02617,00,Monday,April,0
213,2014-04-14 00:30:00,40.6123,-73.9539,B02617,00,Monday,April,-1
214,2014-04-14 00:30:00,40.7388,-74.0081,B02617,00,Monday,April,0
215,2014-04-14 00:35:00,40.7134,-73.9404,B02617,00,Monday,April,-1
216,2014-04-14 00:41:00,40.7774,-73.9044,B02617,00,Monday,April,-1
217,2014-04-14 00:43:00,40.7303,-74.0046,B02617,00,Monday,April,0
218,2014-04-14 00:43:00,40.7147,-73.9913,B02617,00,Monday,April,0
219,2014-04-14 00:46:00,40.7418,-74.0043,B02617,00,Monday,April,0
220,2014-04-14 00:49:00,40.7902,-73.954,B02617,00,Monday,April,-1
221,2014-04-14 00:50:00,40.7154,-74.0143,B02617,00,Monday,April,4
222,2014-04-14 00:50:00,40.7506,-73.9945,B02617,00,Monday,April,0
223,2014-04-14 00:50:00,40.7503,-73.9945,B02617,00,Monday,April,0
224,2014-04-14 00:51:00,40.6448,-73.7825,B02617,00,Monday,April,1
225,2014-04-14 00:52:00,40.6629,-73.9883,B02617,00,Monday,April,-1
226,2014-04-14 00:55:00,40.6951,-74.1772,B02617,00,Monday,April,3
227,2014-04-21 00:00:00,40.7173,-73.9562,B02617,00,Monday,April,2
228,2014-04-21 00:02:00,40.7236,-74.0108,B02617,00,Monday,April,0
229,2014-04-21 00:10:00,40.7259,-74.0091,B02617,00,Monday,April,0
230,2014-04-21 00:12:00,40.7435,-74.0036,B02617,00,Monday,April,0
231,2014-04-21 00:12:00,40.7233,-73.9913,B02617,00,Monday,April,0
232,2014-04-21 00:17:00,40.6952,-74.1773,B02617,00,Monday,April,3
233,2014-04-21 00:17:00,40.7465,-73.9938,B02617,00,Monday,April,0
234,2014-04-21 00:18:00,40.7207,-73.9972,B02617,00,Monday,April,0
235,2014-04-21 00:18:00,40.7207,-73.9972,B02617,00,Monday,April,0
236,2014-04-21 00:19:00,40.7241,-74.0099,B02617,00,Monday,April,0
237,2014-04-21 00:19:00,40.8273,-73.9399,B02617,00,Monday,April,-1
238,2014-04-21 00:25:00,40.7265,-73.9545,B02617,00,Monday,April,-1
239,2014-04-21 00:27:00,40.7242,-74.0102,B02617,00,Monday,April,0
240,2014-04-21 00:31:00,40.7388,-74.0002,B02617,00,Monday,April,0
241,2014-04-21 00:32:00,40.76,-73.9942,B02617,00,Monday,April,0
242,2014-04-21 00:34:00,40.7414,-73.9987,B02617,00,Monday,April,0
243,2014-04-21 00:48:00,40.6818,-73.9777,B02617,00,Monday,April,-1
244,2014-04-21 00:52:00,40.8008,-73.9692,B02617,00,Monday,April,-1
245,2014-04-21 00:53:00,40.714,-73.9495,B02617,00,Monday,April,2
246,2014-04-21 00:53:00,40.7241,-74.0101,B02617,00,Monday,April,0
247,2014-04-21 00:57:00,40.6767,-73.9551,B02617,00,Monday,April,-1
248,2014-04-28 00:00:00,40.6449,-73.7821,B02617,00,Monday,April,1
249,2014-04-28 00:00:00,40.6449,-73.7821,B02617,00,Monday,April,1
250,2014-04-28 00:00:00,40.7185,-73.8111,B02617,00,Monday,April,-1
251,2014-04-28 00:05:00,40.728,-73.9862,B02617,00,Monday,April,0
252,2014-04-28 00:06:00,40.6881,-74.1831,B02617,00,Monday,April,-1
253,2014-04-28 00:07:00,40.6894,-74.1842,B02617,00,Monday,April,-1
254,2014-04-28 00:10:00,40.7264,-73.9918,B02617,00,Monday,April,0
255,2014-04-28 00:12:00,40.7364,-73.9795,B02617,00,Monday,April,-1
256,2014-04-28 00:12:00,40.6468,-73.7892,B02617,00,Monday,April,1
257,2014-04-28 00:12:00,40.6943,-73.9833,B02617,00,Monday,April,-1
258,2014-04-28 00:13:00,40.6449,-73.7823,B02617,00,Monday,April,1
259,2014-04-28 00:14:00,40.7462,-73.948,B02617,00,Monday,April,-1
260,2014-04-28 00:20:00,40.7315,-74.0012,B02617,00,Monday,April,0
261,2014-04-28 00:23:00,40.6464,-73.9602,B02617,00,Monday,April,-1
262,2014-04-28 00:24:00,40.7022,-73.9828,B02617,00,Monday,April,-1
263,2014-04-28 00:25:00,40.7239,-74.0041,B02617,00,Monday,April,0
264,2014-04-28 00:28:00,40.6463,-73.7806,B02617,00,Monday,April,1
265,2014-04-28 00:29:00,40.6948,-74.178,B02617,00,Monday,April,3
266,2014-04-28 00:30:00,40.6483,-73.7826,B02617,00,Monday,April,1
267,2014-04-28 00:31:00,40.7192,-73.9599,B02617,00,Monday,April,2
268,2014-04-28 00:35:00,40.6483,-73.7826,B02617,00,Monday,April,1
269,2014-04-28 00:35:00,40.6449,-73.7823,B02617,00,Monday,April,1
270,2014-04-28 00:37:00,40.6484,-73.7831,B02617,00,Monday,April,1
271,2014-04-28 00:38:00,40.7467,-73.9926,B02617,00,Monday,April,0
272,2014-04-28 00:39:00,40.7403,-74.0059,B02617,00,Monday,April,0
273,2014-04-28 00:41:00,40.761,-73.986,B02617,00,Monday,April,0
274,2014-04-28 00:42:00,40.7566,-73.9842,B02617,00,Monday,April,0
275,2014-04-28 00:42:00,40.6449,-73.7822,B02617,00,Monday,April,1
276,2014-04-28 00:43:00,40.7111,-73.9508,B02617,00,Monday,April,2
277,2014-04-28 00:46:00,40.5965,-73.9726,B02617,00,Monday,April,-1
278,2014-04-28 00:55:00,40.7691,-73.982,B02617,00,Monday,April,0
279,2014-04-28 00:56:00,40.7867,-73.9748,B02617,00,Monday,April,-1
280,2014-04-28 00:58:00,40.7187,-73.9562,B02617,00,Monday,April,2
281,2014-04-07 00:00:00,40.7144,-73.9573,B02682,00,Monday,April,2
282,2014-04-07 00:00:00,40.6895,-73.9514,B02682,00,Monday,April,-1
283,2014-04-07 00:01:00,40.7154,-73.9412,B02682,00,Monday,April,-1
284,2014-04-07 00:02:00,40.713,-73.9664,B02682,00,Monday,April,2
285,2014-04-07 00:02:00,40.6941,-73.9058,B02682,00,Monday,April,-1
286,2014-04-07 00:03:00,40.7141,-73.9494,B02682,00,Monday,April,2
287,2014-04-07 00:06:00,40.7241,-73.9936,B02682,00,Monday,April,0
288,2014-04-07 00:07:00,40.6467,-73.7783,B02682,00,Monday,April,1
289,2014-04-07 00:09:00,40.7252,-73.9871,B02682,00,Monday,April,0
290,2014-04-07 00:11:00,40.7117,-73.9631,B02682,00,Monday,April,2
291,2014-04-07 00:11:00,40.7626,-73.9773,B02682,00,Monday,April,0
292,2014-04-07 00:11:00,40.7123,-73.9556,B02682,00,Monday,April,2
293,2014-04-07 00:12:00,40.8464,-74.0778,B02682,00,Monday,April,-1
294,2014-04-07 00:13:00,40.7858,-73.9768,B02682,00,Monday,April,-1
295,2014-04-07 00:13:00,40.809,-73.9403,B02682,00,Monday,April,-1
296,2014-04-07 00:14:00,40.6467,-73.7894,B02682,00,Monday,April,1
297,2014-04-07 00:15:00,40.834,-73.9403,B02682,00,Monday,April,-1
298,2014-04-07 00:15:00,40.7484,-73.9883,B02682,00,Monday,April,0
299,2014-04-07 00:15:00,40.5986,-74.0056,B02682,00,Monday,April,-1
300,2014-04-07 00:16:00,40.646,-73.7768,B02682,00,Monday,April,1
301,2014-04-07 00:16:00,40.7209,-73.9967,B02682,00,Monday,April,0
302,2014-04-07 00:20:00,40.7236,-73.9794,B02682,00,Monday,April,0
303,2014-04-07 00:22:00,40.7307,-74.0007,B02682,00,Monday,April,0
304,2014-04-07 00:22:00,40.7601,-73.9667,B02682,00,Monday,April,0
305,2014-04-07 00:23:00,40.7256,-74.0043,B02682,00,Monday,April,0
306,2014-04-07 00:23:00,40.756,-73.9812,B02682,00,Monday,April,0
307,2014-04-07 00:24:00,40.793,-73.9749,B02682,00,Monday,April,-1
308,2014-04-07 00:24:00,40.7327,-73.9969,B02682,00,Monday,April,0
309,2014-04-07 00:24:00,40.7202,-73.9554,B02682,00,Monday,April,2
310,2014-04-07 00:25:00,40.7607,-73.9638,B02682,00,Monday,April,0
311,2014-04-07 00:26:00,40.7636,-73.9854,B02682,00,Monday,April,0
312,2014-04-07 00:27:00,40.7696,-73.9198,B02682,00,Monday,April,-1
313,2014-04-07 00:29:00,40.7314,-74.0596,B02682,00,Monday,April,-1
314,2014-04-07 00:29:00,40.7408,-73.9933,B02682,00,Monday,April,0
315,2014-04-07 00:31:00,40.6459,-73.7768,B02682,00,Monday,April,1
316,2014-04-07 00:33:00,40.7414,-74.002,B02682,00,Monday,April,0
317,2014-04-07 00:35:00,40.7237,-74.0109,B02682,00,Monday,April,0
318,2014-04-07 00:37:00,40.7509,-74.0306,B02682,00,Monday,April,-1
319,2014-04-07 00:38:00,40.6817,-73.8025,B02682,00,Monday,April,-1
320,2014-04-07 00:38:00,40.7482,-73.9866,B02682,00,Monday,April,0
321,2014-04-07 00:41:00,40.7604,-73.958,B02682,00,Monday,April,0
322,2014-04-07 00:45:00,40.7237,-74.0112,B02682,00,Monday,April,0
323,2014-04-07 00:45:00,40.6202,-73.9418,B02682,00,Monday,April,-1
324,2014-04-07 00:46:00,40.6951,-74.1783,B02682,00,Monday,April,3
325,2014-04-07 00:46:00,40.7556,-73.9867,B02682,00,Monday,April,0
326,2014-04-07 00:46:00,40.7237,-73.9781,B02682,00,Monday,April,0
327,2014-04-07 00:50:00,40.7193,-73.9914,B02682,00,Monday,April,0
328,2014-04-07 00:50:00,40.7241,-74.0034,B02682,00,Monday,April,0
329,2014-04-07 00:52:00,40.6951,-74.1781,B02682,00,Monday,April,3
330,2014-04-07 00:52:00,40.7629,-73.9779,B02682,00,Monday,April,0
331,2014-04-07 00:55:00,40.7405,-73.985,B02682,00,Monday,April,0
332,2014-04-14 00:00:00,40.6439,-73.7831,B02682,00,Monday,April,1
333,2014-04-14 00:02:00,40.6449,-73.7823,B02682,00,Monday,April,1
334,2014-04-14 00:03:00,40.7664,-73.9704,B02682,00,Monday,April,0
335,2014-04-14 00:03:00,40.7236,-73.9777,B02682,00,Monday,April,0
336,2014-04-14 00:03:00,40.6809,-73.9752,B02682,00,Monday,April,-1
337,2014-04-14 00:04:00,40.7415,-73.9223,B02682,00,Monday,April,-1
338,2014-04-14 00:05:00,40.7187,-73.8178,B02682,00,Monday,April,-1
339,2014-04-14 00:05:00,40.6572,-73.9622,B02682,00,Monday,April,-1
340,2014-04-14 00:05:00,40.7233,-73.9974,B02682,00,Monday,April,0
341,2014-04-14 00:06:00,40.7305,-73.9588,B02682,00,Monday,April,-1
342,2014-04-14 00:08:00,40.721,-73.9936,B02682,00,Monday,April,0
343,2014-04-14 00:08:00,40.6451,-73.9848,B02682,00,Monday,April,-1
344,2014-04-14 00:10:00,40.7324,-73.808,B02682,00,Monday,April,-1
345,2014-04-14 00:10:00,40.7322,-74.0021,B02682,00,Monday,April,0
